character names;puid order;puid_order offset;character order;character order offset;*model;*model offset;category;category offset;class id;class id offset;age;age offset;is_woman;is_woman offset;is_face_correct;is_face_correct offset;height;height offset;height_range;height_range offset;body_type;body_type offset;language;language offset;bag_type;bag_type offset;tex_skin;tex_skin offset;tex_face1;tex_face1 offset;tex_face2;tex_face2 offset;tex_face3;tex_face3 offset;tex_face4;tex_face4 offset;tex_hair1;tex_hair1 offset;tex_hair2;tex_hair2 offset;tex_tops1;tex_tops1 offset;tex_tops2;tex_tops2 offset;tex_tops3;tex_tops3 offset;tex_tops4;tex_tops4 offset;tex_btms1;tex_btms1 offset;tex_btms2;tex_btms2 offset;tex_btms3;tex_btms3 offset;dedit_category;dedit_category offset;dedit;dedit offset;face;face offset;hair;hair offset;tops;tops offset;btms;btms offset;face_flags;face_flags offset;hair_flags;hair_flags offset;tops_flags;tops_flags offset;btms_flags;btms_flags offset;cloth_physics;cloth_physics offset;shoes_kind;shoes_kind offset;auto_wrinke_scale;auto_wrinkle_scale offset;can_sit;can_sit offset;is_use_fur;is_use_fur offset;ui_face_texture;ui_face_texture offset
c_em_dummy;3797;103899;10;161656;3788;204166;31;213754;0;218580;0;228202;0;233009;0;233617;185;234240;0;243868;0;253490;0;258306;0;263122;0;267938;0;272754;0;277570;0;282386;0;287202;0;292018;0;296834;0;301650;0;306466;0;311282;0;316098;0;320914;0;325730;0;330546;0;335362;0;340208;0;359464;0;378720;364;397976;0;417232;0;436528;0;475032;0;513536;0;552040;0;590465;0;591078;1.0;595928;1;615145;0;615750;0;616376
c_em_dummy_01;6379;105107;11;162864;12165;204770;31;213755;0;218582;0;228203;0;233009;0;233617;185;234242;0;243870;0;253491;0;258307;0;263123;0;267939;0;272755;0;277571;0;282387;0;287203;0;292019;0;296835;1;301651;0;306467;0;311283;0;316099;0;320915;0;325731;0;330547;0;335363;0;340212;0;359468;0;378724;365;397980;0;417236;0;436536;0;475040;3145728;513544;0;552048;0;590465;0;591079;1.0;595932;0;615145;0;615750;0;616378
c_em_dummy_02;6380;105111;12;162868;12166;204772;31;213756;0;218584;0;228204;0;233009;0;233617;185;234244;0;243872;0;253492;0;258308;0;263124;0;267940;0;272756;0;277572;0;282388;0;287204;0;292020;0;296836;2;301652;0;306468;0;311284;0;316100;0;320916;0;325732;0;330548;0;335364;0;340216;0;359472;0;378728;365;397984;0;417240;0;436544;0;475048;3145728;513552;0;552056;0;590465;0;591080;1.0;595936;0;615145;0;615750;0;616380
c_em_dummy_03;6381;105115;13;162872;12167;204774;31;213757;0;218586;0;228205;0;233009;0;233617;185;234246;0;243874;0;253493;0;258309;0;263125;0;267941;0;272757;0;277573;0;282389;0;287205;0;292021;0;296837;3;301653;0;306469;0;311285;0;316101;0;320917;0;325733;0;330549;0;335365;0;340220;0;359476;0;378732;365;397988;0;417244;0;436552;0;475056;3145728;513560;0;552064;0;590465;0;591081;1.0;595940;0;615145;0;615750;0;616382
c_em_dummy_04;6382;105119;14;162876;12168;204776;31;213758;0;218588;0;228206;0;233009;0;233617;185;234248;0;243876;0;253494;0;258310;0;263126;0;267942;0;272758;0;277574;0;282390;0;287206;0;292022;0;296838;4;301654;0;306470;0;311286;0;316102;0;320918;0;325734;0;330550;0;335366;0;340224;0;359480;0;378736;365;397992;0;417248;0;436560;0;475064;3145728;513568;0;552072;0;590465;0;591082;1.0;595944;0;615145;0;615750;0;616384
c_em_dummy_05;6383;105123;15;162880;12169;204778;31;213759;0;218590;0;228207;0;233009;0;233617;185;234250;0;243878;0;253495;0;258311;0;263127;0;267943;0;272759;0;277575;0;282391;0;287207;0;292023;0;296839;5;301655;0;306471;0;311287;0;316103;0;320919;0;325735;0;330551;0;335367;0;340228;0;359484;0;378740;365;397996;0;417252;0;436568;0;475072;3145728;513576;0;552080;0;590465;0;591083;1.0;595948;0;615145;0;615750;0;616386
c_em_dummy_06;6384;105127;16;162884;9932;204780;31;213760;0;218592;0;228208;0;233010;0;233618;185;234252;0;243880;0;253496;0;258312;0;263128;0;267944;0;272760;0;277576;0;282392;0;287208;0;292024;0;296840;6;301656;0;306472;0;311288;0;316104;0;320920;0;325736;0;330552;0;335368;0;340232;0;359488;0;378744;365;398000;0;417256;0;436576;0;475080;3145728;513584;0;552088;0;590466;0;591084;1.0;595952;0;615146;0;615751;0;616388
c_em_dummy_07;6385;105131;17;162888;12170;204782;31;213761;0;218594;0;228209;0;233010;0;233618;185;234254;0;243882;0;253497;0;258313;0;263129;0;267945;0;272761;0;277577;0;282393;0;287209;0;292025;0;296841;7;301657;0;306473;0;311289;0;316105;0;320921;0;325737;0;330553;0;335369;0;340236;0;359492;0;378748;365;398004;0;417260;0;436584;0;475088;3145728;513592;0;552096;0;590466;0;591085;1.0;595956;0;615146;0;615751;0;616390
c_em_kashiwagi;7887;105227;18;162984;12191;204830;31;213762;3;218596;0;228210;0;233010;0;233618;185;234256;0;243884;0;253498;2;258314;0;263130;0;267946;0;272762;0;277578;0;282394;0;287210;0;292026;0;296842;2;301658;0;306474;0;311290;0;316106;0;320922;0;325738;0;330554;0;335370;0;340240;0;359496;0;378752;366;398008;0;417264;0;436592;0;475096;1048576;513600;0;552104;0;590466;1;591086;1.0;595960;1;615146;0;615751;0;616392
c_em_kazama_glove;10847;108915;19;166672;12986;206674;31;213763;3;218598;0;228211;0;233010;0;233618;178;234258;0;243886;0;253499;2;258315;0;263131;0;267947;0;272763;0;277579;0;282395;0;287211;0;292027;0;296843;0;301659;0;306475;0;311291;8;316107;0;320923;0;325739;0;330555;0;335371;0;340244;0;359500;0;378756;367;398012;0;417268;0;436600;0;475104;2152726528;513608;0;552112;1;590466;1;591087;1.0;595964;1;615146;0;615751;0;616394
c_em_no_polygon_mesh;11213;110087;20;167844;13236;207260;31;213764;41;218600;6;228212;0;233010;0;233618;185;234260;0;243888;2;253500;2;258316;0;263132;0;267948;0;272764;0;277580;0;282396;0;287212;0;292028;0;296844;0;301660;0;306476;0;311292;0;316108;0;320924;0;325740;0;330556;0;335372;0;340248;0;359504;0;378760;368;398016;0;417272;0;436608;0;475112;0;513616;0;552120;0;590466;1;591088;1.0;595968;1;615146;0;615751;0;616396
c_em_shimano;10846;108911;21;166668;12985;206672;31;213765;3;218602;0;228213;0;233010;0;233618;195;234262;0;243890;0;253501;2;258317;0;263133;0;267949;0;272765;0;277581;0;282397;0;287213;0;292029;0;296845;0;301661;0;306477;0;311293;0;316109;0;320925;0;325741;0;330557;0;335373;0;340252;0;359508;0;378764;369;398020;0;417276;0;436616;0;475120;1048576;513624;0;552128;0;590466;1;591089;1.0;595972;1;615146;0;615751;0;616398
c_ew_com_dummy_01;3783;103871;22;161628;11213;204152;31;213766;0;218604;0;228214;1;233010;0;233618;160;234264;0;243892;0;253502;0;258318;0;263134;0;267950;0;272766;0;277582;0;282398;0;287214;0;292030;0;296846;1;301662;0;306478;0;311294;0;316110;0;320926;0;325742;0;330558;0;335374;0;340256;0;359512;0;378768;370;398024;0;417280;0;436624;0;475128;1048576;513632;0;552136;0;590466;0;591090;1.0;595976;0;615146;0;615751;0;616400
c_ew_com_dummy_02;3784;103875;23;161632;10846;204154;31;213767;0;218606;0;228215;1;233010;0;233618;160;234266;0;243894;0;253503;0;258319;0;263135;0;267951;0;272767;0;277583;0;282399;0;287215;0;292031;0;296847;2;301663;0;306479;0;311295;0;316111;0;320927;0;325743;0;330559;0;335375;0;340260;0;359516;0;378772;370;398028;0;417284;0;436632;0;475136;1048576;513640;0;552144;0;590466;0;591091;1.0;595980;0;615146;0;615751;0;616402
c_ew_com_dummy_03;3785;103879;24;161636;3783;204156;31;213768;0;218608;0;228216;1;233011;0;233619;160;234268;0;243896;0;253504;0;258320;0;263136;0;267952;0;272768;0;277584;0;282400;0;287216;0;292032;0;296848;3;301664;0;306480;0;311296;0;316112;0;320928;0;325744;0;330560;0;335376;0;340264;0;359520;0;378776;370;398032;0;417288;0;436640;0;475144;1048576;513648;0;552152;0;590467;0;591092;1.0;595984;0;615147;0;615752;0;616404
c_ew_com_dummy_04;3786;103883;25;161640;3784;204158;31;213769;0;218610;0;228217;1;233011;0;233619;160;234270;0;243898;0;253505;0;258321;0;263137;0;267953;0;272769;0;277585;0;282401;0;287217;0;292033;0;296849;4;301665;0;306481;0;311297;0;316113;0;320929;0;325745;0;330561;0;335377;0;340268;0;359524;0;378780;370;398036;0;417292;0;436648;0;475152;1048576;513656;0;552160;0;590467;0;591093;1.0;595988;0;615147;0;615752;0;616406
c_ew_com_dummy_05;3787;103887;26;161644;3785;204160;31;213770;0;218612;0;228218;1;233011;0;233619;160;234272;0;243900;0;253506;0;258322;0;263138;0;267954;0;272770;0;277586;0;282402;0;287218;0;292034;0;296850;5;301666;0;306482;0;311298;0;316114;0;320930;0;325746;0;330562;0;335378;0;340272;0;359528;0;378784;370;398040;0;417296;0;436656;0;475160;1048576;513664;0;552168;0;590467;0;591094;1.0;595992;0;615147;0;615752;0;616408
c_ew_com_dummy_06;3788;103891;27;161648;3786;204162;31;213771;0;218614;0;228219;1;233011;0;233619;160;234274;0;243902;0;253507;0;258323;0;263139;0;267955;0;272771;0;277587;0;282403;0;287219;0;292035;0;296851;6;301667;0;306483;0;311299;0;316115;0;320931;0;325747;0;330563;0;335379;0;340276;0;359532;0;378788;370;398044;0;417300;0;436664;0;475168;1048576;513672;0;552176;0;590467;0;591095;1.0;595996;0;615147;0;615752;0;616410
c_ew_com_dummy_07;3789;103895;28;161652;3787;204164;31;213772;0;218616;0;228220;1;233011;0;233619;160;234276;0;243904;0;253508;0;258324;0;263140;0;267956;0;272772;0;277588;0;282404;0;287220;0;292036;0;296852;7;301668;0;306484;0;311300;0;316116;0;320932;0;325748;0;330564;0;335380;0;340280;0;359536;0;378792;370;398048;0;417304;0;436672;0;475176;1048576;513680;0;552184;0;590467;0;591096;1.0;596000;0;615147;0;615752;0;616412
c_ew_dummy_01;3755;103815;29;161572;3773;204124;31;213773;0;218618;0;228221;1;233011;0;233619;185;234278;0;243906;0;253509;0;258325;0;263141;0;267957;0;272773;0;277589;0;282405;0;287221;0;292037;0;296853;1;301669;0;306485;0;311301;0;316117;0;320933;0;325749;0;330565;0;335381;0;340284;0;359540;0;378796;371;398052;0;417308;0;436680;0;475184;1048576;513688;0;552192;0;590467;0;591097;1.0;596004;0;615147;0;615752;0;616414
c_ew_dummy_02;3756;103819;30;161576;3774;204126;31;213774;0;218620;0;228222;1;233011;0;233619;185;234280;0;243908;0;253510;0;258326;0;263142;0;267958;0;272774;0;277590;0;282406;0;287222;0;292038;0;296854;2;301670;0;306486;0;311302;0;316118;0;320934;0;325750;0;330566;0;335382;0;340288;0;359544;0;378800;371;398056;0;417312;0;436688;0;475192;1048576;513696;0;552200;0;590467;0;591098;1.0;596008;0;615147;0;615752;0;616416
c_ew_dummy_03;3757;103823;31;161580;3775;204128;31;213775;0;218622;0;228223;1;233011;0;233619;185;234282;0;243910;0;253511;0;258327;0;263143;0;267959;0;272775;0;277591;0;282407;0;287223;0;292039;0;296855;3;301671;0;306487;0;311303;0;316119;0;320935;0;325751;0;330567;0;335383;0;340292;0;359548;0;378804;371;398060;0;417316;0;436696;0;475200;1048576;513704;0;552208;0;590467;0;591099;1.0;596012;0;615147;0;615752;0;616418
c_ew_dummy_04;3758;103827;32;161584;10833;204130;31;213776;0;218624;0;228224;1;233012;0;233620;185;234284;0;243912;0;253512;0;258328;0;263144;0;267960;0;272776;0;277592;0;282408;0;287224;0;292040;0;296856;4;301672;0;306488;0;311304;0;316120;0;320936;0;325752;0;330568;0;335384;0;340296;0;359552;0;378808;371;398064;0;417320;0;436704;0;475208;1048576;513712;0;552216;0;590468;0;591100;1.0;596016;0;615148;0;615753;0;616420
c_ew_dummy_05;3759;103831;33;161588;3797;204132;31;213777;0;218626;0;228225;1;233012;0;233620;185;234286;0;243914;0;253513;0;258329;0;263145;0;267961;0;272777;0;277593;0;282409;0;287225;0;292041;0;296857;5;301673;0;306489;0;311305;0;316121;0;320937;0;325753;0;330569;0;335385;0;340300;0;359556;0;378812;371;398068;0;417324;0;436712;0;475216;1048576;513720;0;552224;0;590468;0;591101;1.0;596020;0;615148;0;615753;0;616422
c_ew_dummy_06;3760;103835;34;161592;6379;204134;31;213778;0;218628;0;228226;1;233012;0;233620;185;234288;0;243916;0;253514;0;258330;0;263146;0;267962;0;272778;0;277594;0;282410;0;287226;0;292042;0;296858;6;301674;0;306490;0;311306;0;316122;0;320938;0;325754;0;330570;0;335386;0;340304;0;359560;0;378816;371;398072;0;417328;0;436720;0;475224;1048576;513728;0;552232;0;590468;0;591102;1.0;596024;0;615148;0;615753;0;616424
c_ew_dummy_07;3761;103839;35;161596;6380;204136;31;213779;0;218630;0;228227;1;233012;0;233620;185;234290;0;243918;0;253515;0;258331;0;263147;0;267963;0;272779;0;277595;0;282411;0;287227;0;292043;0;296859;7;301675;0;306491;0;311307;0;316123;0;320939;0;325755;0;330571;0;335387;0;340308;0;359564;0;378820;371;398076;0;417332;0;436728;0;475232;1048576;513736;0;552240;0;590468;1;591103;1.0;596028;0;615148;0;615753;0;616426
c_ea_mg_02_DC1_yaku;10249;106779;36;164536;12532;205606;67;213780;41;218632;6;228228;0;233012;1;233620;185;234292;0;243920;2;253516;2;258332;0;263148;0;267964;0;272780;0;277596;3;282412;0;287228;0;292044;0;296860;0;301676;21;306492;0;311308;0;316124;0;320940;0;325756;0;330572;10;335388;35;340312;1;359568;0;378824;372;398080;1028;417336;38912;436736;0;475240;9437184;513744;77309411328;552248;0;590468;1;591104;1.0;596032;1;615148;0;615753;0;616428
c_ea_mg_02_DC2_bousou;10250;106783;37;164540;12526;205608;67;213781;41;218634;5;228229;0;233012;1;233620;185;234294;0;243922;2;253517;2;258333;0;263149;0;267965;0;272781;0;277597;11;282413;0;287229;4;292045;0;296861;2;301677;0;306493;0;311309;0;316125;0;320941;0;325757;0;330573;5;335389;14;340316;2;359572;252;378828;373;398084;0;417340;47104;436744;6;475248;9437184;513752;77309411328;552256;0;590468;1;591105;1.0;596036;1;615148;0;615753;0;616430
c_ea_mg_02_DC3_biz;10251;106787;38;164544;12533;205610;67;213782;41;218636;6;228230;0;233012;1;233620;185;234296;0;243924;2;253518;2;258334;0;263150;0;267966;0;272782;0;277598;0;282414;0;287230;0;292046;0;296862;0;301678;0;306494;0;311310;0;316126;0;320942;0;325758;0;330574;0;335390;0;340320;3;359576;253;378832;374;398088;0;417344;38912;436752;0;475256;0;513760;0;552264;0;590468;1;591106;1.0;596040;1;615148;0;615753;0;616432
c_ea_mg_02_DC4_wrestler;10359;107163;39;164920;12612;205798;67;213783;41;218638;6;228231;0;233012;1;233620;215;234298;0;243926;2;253519;2;258335;0;263151;0;267967;0;272783;0;277599;4;282415;0;287231;4;292047;0;296863;0;301679;0;306495;0;311311;0;316127;0;320943;0;325759;0;330575;5;335391;13;340324;4;359580;0;378836;375;398092;0;417348;14336;436760;16;475264;1048576;513768;77309411328;552272;0;590468;1;591107;1.0;596044;1;615148;0;615753;0;616434
c_ea_mg_02_DC7_rikishi;10360;107167;40;164924;12613;205800;67;213784;41;218640;6;228232;0;233013;1;233621;215;234300;0;243928;2;253520;2;258336;0;263152;0;267968;0;272784;0;277600;3;282416;0;287232;0;292048;0;296864;0;301680;21;306496;0;311312;0;316128;0;320944;0;325760;0;330576;5;335392;10;340328;5;359584;0;378840;376;398096;0;417352;6144;436768;2;475272;9437184;513776;77309411328;552280;0;590469;1;591108;1.0;596048;1;615149;0;615754;0;616436
c_ea_mg_02_DC8_poke;10361;107171;41;164928;12614;205802;67;213785;41;218642;7;228233;0;233013;1;233621;185;234302;0;243930;2;253521;2;258337;0;263153;0;267969;0;272785;0;277601;0;282417;0;287233;0;292049;1;296865;0;301681;15;306497;0;311313;1;316129;0;320945;0;325761;0;330577;10;335393;10;340332;6;359588;0;378844;377;398100;1029;417356;399360;436776;4398046511108;475280;11534336;513784;77309411328;552288;0;590469;1;591109;1.0;596052;1;615149;0;615754;0;616438
c_ea_mg_02_DC8_poke_r;11055;109479;42;167236;11048;206956;67;213786;41;218644;7;228234;0;233013;1;233621;185;234304;0;243932;2;253522;2;258338;0;263154;0;267970;0;272786;0;277602;4;282418;0;287234;3;292050;0;296866;0;301682;0;306498;0;311314;0;316130;0;320946;0;325762;0;330578;5;335394;20;340336;6;359592;0;378848;378;398104;1029;417360;268288;436784;2;475288;15728640;513792;77309411328;552296;0;590469;1;591110;1.0;596056;1;615149;0;615754;0;616440
c_ea_mg_02_jinbuka01;14458;122555;43;180312;13707;213494;67;213787;2;218646;5;228235;0;233013;1;233621;180;234306;0;243934;2;253523;2;258339;0;263155;0;267971;12;272787;0;277603;0;282419;0;287235;3;292051;0;296867;0;301683;1;306499;4;311315;0;316131;1;320947;1;325763;0;330579;5;335395;8;340340;7;359596;254;378852;379;398108;1028;417364;71680;436792;2;475296;5242880;513800;163208757248;552304;0;590469;1;591111;1.0;596060;1;615149;0;615754;0;616442
c_ea_mg_02_mob01;13972;120655;44;178412;10502;212544;67;213788;41;218648;6;228236;0;233013;1;233621;185;234308;0;243936;2;253524;2;258340;0;263156;0;267972;0;272788;0;277604;11;282420;0;287236;4;292052;0;296868;0;301684;34;306500;0;311316;0;316132;0;320948;0;325764;0;330580;5;335396;17;340344;8;359600;254;378856;380;398112;1030;417368;268288;436800;4;475304;149946368;513808;317827579904;552312;0;590469;1;591112;1.0;596064;1;615149;0;615754;0;616444
c_ea_mg_02_mob02;13973;120659;45;178416;13928;212546;67;213789;41;218650;6;228237;0;233013;1;233621;185;234310;0;243938;2;253525;2;258341;0;263157;0;267973;0;272789;0;277605;11;282421;0;287237;3;292053;0;296869;0;301685;0;306501;0;311317;0;316133;1;320949;6;325765;0;330581;11;335397;1;340348;9;359604;253;378860;381;398116;1031;417372;6144;436808;2;475312;149946368;513816;352187318272;552320;0;590469;1;591113;1.0;596068;1;615149;0;615754;0;616446
c_ea_mg_02_mob03;13974;120663;46;178420;13929;212548;67;213790;41;218652;6;228238;0;233013;1;233621;185;234312;0;243940;2;253526;2;258342;0;263158;0;267974;0;272790;0;277606;11;282422;0;287238;4;292054;0;296870;0;301686;1;306502;0;311318;0;316134;0;320950;2;325766;0;330582;8;335398;28;340352;10;359608;253;378864;382;398120;1032;417376;6144;436816;8;475320;137363456;513824;352187318272;552328;0;590469;1;591114;1.0;596072;1;615149;0;615754;0;616448
c_ea_mg_02_mob04;13975;120667;47;178424;14258;212550;67;213791;41;218654;6;228239;0;233013;1;233621;185;234314;0;243942;2;253527;2;258343;0;263159;0;267975;0;272791;0;277607;11;282423;0;287239;3;292055;0;296871;3;301687;34;306503;0;311319;0;316135;0;320951;0;325767;0;330583;5;335399;16;340356;11;359612;254;378868;383;398124;1032;417380;268288;436824;4;475328;149946368;513832;300647710720;552336;0;590469;1;591115;1.0;596076;1;615149;0;615754;0;616450
c_ea_mg_02_mob05;13976;120671;48;178428;10503;212552;67;213792;41;218656;6;228240;0;233014;1;233622;185;234316;0;243944;2;253528;2;258344;0;263160;0;267976;0;272792;0;277608;11;282424;0;287240;0;292056;0;296872;0;301688;0;306504;4;311320;0;316136;1;320952;2;325768;0;330584;5;335400;8;340360;12;359616;253;378872;384;398128;1028;417384;38912;436832;4;475336;70254592;513840;300647710720;552344;0;590470;1;591116;1.0;596080;1;615150;0;615755;0;616452
c_ew_mg_02_DC5_bba;10255;106791;49;164548;12527;205612;67;213793;41;218658;7;228241;1;233014;1;233622;165;234318;0;243946;2;253529;2;258345;0;263161;0;267977;0;272793;0;277609;3;282425;0;287241;0;292057;0;296873;0;301689;21;306505;0;311321;0;316137;0;320953;0;325769;0;330585;5;335401;14;340364;0;359620;0;378876;385;398132;0;417388;6144;436840;0;475344;3145728;513848;77309411328;552352;0;590470;1;591117;1.0;596084;1;615150;0;615755;0;616454
c_ew_mg_02_DC6_bunny;10256;106795;50;164552;12534;205614;67;213794;41;218660;5;228242;1;233014;1;233622;165;234320;0;243948;2;253530;2;258346;0;263162;0;267978;0;272794;0;277610;4;282426;0;287242;3;292058;0;296874;0;301690;0;306506;0;311322;0;316138;0;320954;0;325770;0;330586;5;335402;14;340368;13;359624;255;378880;386;398136;0;417392;6144;436848;2;475352;9437184;513856;77309411328;552360;0;590470;1;591118;1.0;596088;1;615150;0;615755;0;616456
c_e05_tigerW;11463;111035;51;168792;13446;207734;63;213795;41;218662;5;228243;0;233014;1;233622;185;234322;0;243950;2;253531;2;258347;0;263163;0;267979;0;272795;0;277611;1;282427;0;287243;0;292059;0;296875;0;301691;2;306507;0;311323;2;316139;0;320955;0;325771;0;330587;11;335403;1;340372;0;359628;0;378884;387;398140;0;417396;6144;436856;2;475360;141557760;513864;25769803776;552368;0;590470;9;591119;1.0;596092;1;615150;0;615755;12200;616458
c_e51_excavator;11488;111119;52;168876;13822;207776;63;213796;41;218664;5;228244;0;233014;1;233622;185;234324;0;243952;2;253532;2;258348;0;263164;0;267980;0;272796;0;277612;1;282428;0;287244;0;292060;0;296876;0;301692;0;306508;0;311324;0;316140;0;320956;0;325772;0;330588;11;335404;1;340376;0;359632;0;378888;388;398144;0;417400;6144;436864;2;475368;5242880;513872;25769803776;552376;0;590470;7;591120;1.0;596096;1;615150;0;615755;12201;616460
c_e55_cranetruck;11489;111123;53;168880;13823;207778;63;213797;41;218666;5;228245;0;233014;1;233622;185;234326;0;243954;2;253533;2;258349;0;263165;0;267981;0;272797;0;277613;1;282429;0;287245;0;292061;0;296877;0;301693;0;306509;0;311325;0;316141;0;320957;0;325773;0;330589;11;335405;1;340380;0;359636;0;378892;389;398148;0;417404;6144;436872;2;475376;5242880;513880;25769803776;552384;0;590470;7;591121;1.0;596100;1;615150;0;615755;12202;616462
