character names;puid order;puid_order offset;character order;character order offset;*model;*model offset;category;category offset;class id;class id offset;age;age offset;is_woman;is_woman offset;is_face_correct;is_face_correct offset;height;height offset;height_range;height_range offset;body_type;body_type offset;language;language offset;bag_type;bag_type offset;tex_skin;tex_skin offset;tex_face1;tex_face1 offset;tex_face2;tex_face2 offset;tex_face3;tex_face3 offset;tex_face4;tex_face4 offset;tex_hair1;tex_hair1 offset;tex_hair2;tex_hair2 offset;tex_tops1;tex_tops1 offset;tex_tops2;tex_tops2 offset;tex_tops3;tex_tops3 offset;tex_tops4;tex_tops4 offset;tex_btms1;tex_btms1 offset;tex_btms2;tex_btms2 offset;tex_btms3;tex_btms3 offset;dedit_category;dedit_category offset;dedit;dedit offset;face;face offset;hair;hair offset;tops;tops offset;btms;btms offset;face_flags;face_flags offset;hair_flags;hair_flags offset;tops_flags;tops_flags offset;btms_flags;btms_flags offset;cloth_physics;cloth_physics offset;shoes_kind;shoes_kind offset;auto_wrinke_scale;auto_wrinkle_scale offset;can_sit;can_sit offset;is_use_fur;is_use_fur offset
c_em_DEMO_enemy_01;3829;62831;16;95556;6384;120996;31;126416;0;129144;0;131872;0;134586;0;134930;185;135304;0;140760;0;146200;8;148928;0;151656;0;154384;0;157112;0;159840;0;162568;0;165296;0;168024;0;170752;0;173480;0;176208;0;178936;0;181664;0;184392;0;187120;0;189848;0;192576;0;195352;0;206264;0;217176;272;228088;0;239000;0;249976;0;271792;0;293608;0;315424;1;337114;0;337472;1.0;340248;1;351098;0;351442
c_em_DEMO_enemy_02;3830;62835;17;95560;6385;120998;31;126417;0;129145;0;131873;0;134586;0;134930;185;135306;0;140762;0;146201;8;148929;0;151657;0;154385;0;157113;0;159841;0;162569;0;165297;0;168025;0;170753;0;173481;0;176209;0;178937;0;181665;0;184393;0;187121;0;189849;0;192577;0;195356;0;206268;0;217180;273;228092;0;239004;0;249984;0;271800;0;293616;0;315432;1;337114;0;337473;1.0;340252;1;351098;0;351442
c_em_DEMO_enemy_03;3831;62839;18;95564;8859;121000;31;126418;0;129146;0;131874;0;134586;0;134930;185;135308;0;140764;0;146202;8;148930;0;151658;0;154386;0;157114;0;159842;0;162570;0;165298;0;168026;0;170754;0;173482;0;176210;0;178938;0;181666;0;184394;0;187122;0;189850;0;192578;0;195360;0;206272;0;217184;274;228096;0;239008;0;249992;0;271808;0;293624;0;315440;1;337114;0;337474;1.0;340256;1;351098;0;351442
c_em_DEMO_enemy_04;3832;62843;19;95568;9391;121002;31;126419;0;129147;0;131875;0;134586;0;134930;185;135310;0;140766;0;146203;8;148931;0;151659;0;154387;0;157115;0;159843;0;162571;0;165299;0;168027;0;170755;0;173483;0;176211;0;178939;0;181667;0;184395;0;187123;0;189851;0;192579;0;195364;0;206276;0;217188;275;228100;0;239012;0;250000;0;271816;0;293632;0;315448;1;337114;0;337475;1.0;340260;1;351098;0;351442
c_em_DEMO_enemy_05;3833;62847;20;95572;9493;121004;31;126420;0;129148;0;131876;0;134586;0;134930;185;135312;0;140768;0;146204;8;148932;0;151660;0;154388;0;157116;0;159844;0;162572;0;165300;0;168028;0;170756;0;173484;0;176212;0;178940;0;181668;0;184396;0;187124;0;189852;0;192580;0;195368;0;206280;0;217192;276;228104;0;239016;0;250008;0;271824;0;293640;0;315456;1;337114;0;337476;1.0;340264;1;351098;0;351442
c_em_dummy;3797;62815;21;95540;6380;120988;31;126421;22;129149;5;131877;0;134586;0;134930;175;135314;0;140770;2;146205;2;148933;0;151661;0;154389;0;157117;0;159845;0;162573;0;165301;0;168029;0;170757;0;173485;0;176213;4;178941;0;181669;0;184397;0;187125;0;189853;3;192581;2;195372;6;206284;227;217196;277;228108;636;239020;34816;250016;2;271832;70254592;293648;25769803776;315464;0;337114;1;337477;1.0;340268;1;351098;0;351442
c_em_dummy_01;6379;65767;22;98492;4177;122464;31;126422;0;129150;0;131878;0;134586;0;134930;185;135316;0;140772;0;146206;0;148934;0;151662;0;154390;0;157118;0;159846;0;162574;0;165302;0;168030;0;170758;0;173486;0;176214;0;178942;0;181670;0;184398;0;187126;0;189854;10;192582;4;195376;0;206288;0;217200;278;228112;0;239024;0;250024;0;271840;1048576;293656;0;315472;0;337114;0;337478;1.0;340272;1;351098;0;351442
c_em_dummy_02;6380;65771;23;98496;4178;122466;31;126423;0;129151;0;131879;0;134586;0;134930;185;135318;0;140774;0;146207;0;148935;0;151663;0;154391;0;157119;0;159847;0;162575;0;165303;0;168031;0;170759;0;173487;0;176215;0;178943;0;181671;0;184399;0;187127;0;189855;10;192583;4;195380;0;206292;0;217204;279;228116;0;239028;0;250032;0;271848;1048576;293664;0;315480;0;337114;0;337479;1.0;340276;1;351098;0;351442
c_em_dummy_03;6381;65775;24;98500;4179;122468;31;126424;0;129152;0;131880;0;134587;0;134931;185;135320;0;140776;0;146208;0;148936;0;151664;0;154392;0;157120;0;159848;0;162576;0;165304;0;168032;0;170760;0;173488;0;176216;0;178944;0;181672;0;184400;0;187128;0;189856;10;192584;4;195384;0;206296;0;217208;280;228120;0;239032;0;250040;0;271856;1048576;293672;0;315488;0;337115;0;337480;1.0;340280;1;351099;0;351443
c_em_dummy_04;6382;65779;25;98504;4180;122470;31;126425;0;129153;0;131881;0;134587;0;134931;185;135322;0;140778;0;146209;0;148937;0;151665;0;154393;0;157121;0;159849;0;162577;0;165305;0;168033;0;170761;0;173489;0;176217;0;178945;0;181673;0;184401;0;187129;0;189857;10;192585;4;195388;0;206300;0;217212;281;228124;0;239036;0;250048;0;271864;1048576;293680;0;315496;0;337115;0;337481;1.0;340284;1;351099;0;351443
c_em_dummy_05;6383;65783;26;98508;4181;122472;31;126426;0;129154;0;131882;0;134587;0;134931;185;135324;0;140780;0;146210;0;148938;0;151666;0;154394;0;157122;0;159850;0;162578;0;165306;0;168034;0;170762;0;173490;0;176218;0;178946;0;181674;0;184402;0;187130;0;189858;10;192586;4;195392;0;206304;0;217216;282;228128;0;239040;0;250056;0;271872;1048576;293688;0;315504;0;337115;0;337482;1.0;340288;1;351099;0;351443
c_em_dummy_06;6384;65787;27;98512;4182;122474;31;126427;0;129155;0;131883;0;134587;0;134931;185;135326;0;140782;0;146211;0;148939;0;151667;0;154395;0;157123;0;159851;0;162579;0;165307;0;168035;0;170763;0;173491;0;176219;0;178947;0;181675;0;184403;0;187131;0;189859;10;192587;4;195396;0;206308;0;217220;283;228132;0;239044;0;250064;0;271880;1048576;293696;0;315512;0;337115;0;337483;1.0;340292;1;351099;0;351443
c_em_dummy_07;6385;65791;28;98516;4183;122476;31;126428;0;129156;0;131884;0;134587;0;134931;185;135328;0;140784;0;146212;0;148940;0;151668;0;154396;0;157124;0;159852;0;162580;0;165308;0;168036;0;170764;0;173492;0;176220;0;178948;0;181676;0;184404;0;187132;0;189860;10;192588;4;195400;0;206312;0;217224;284;228136;0;239048;0;250072;0;271888;1048576;293704;0;315520;0;337115;0;337484;1.0;340296;1;351099;0;351443
c_em_humanViewUsage;8859;70363;29;103088;9275;124762;31;126429;0;129157;0;131885;0;134587;1;134931;185;135330;0;140786;0;146213;0;148941;0;151669;0;154397;0;157125;0;159853;0;162581;0;165309;0;168037;0;170765;0;173493;0;176221;0;178949;0;181677;0;184405;0;187133;0;189861;0;192589;0;195404;0;206316;0;217228;0;228140;0;239052;0;250080;0;271896;0;293712;0;315528;0;337115;0;337485;1.0;340300;1;351099;0;351443
c_ev_CI01_saori_high;9391;72359;30;105084;8038;125760;31;126430;43;129158;5;131886;1;134587;0;134931;160;135332;0;140788;2;146214;2;148942;0;151670;0;154398;0;157126;0;159854;0;162582;0;165310;0;168038;0;170766;0;173494;0;176222;0;178950;0;181678;0;184406;0;187134;0;189862;0;192590;0;195408;7;206320;0;217232;0;228144;0;239056;0;250088;0;271904;0;293720;0;315536;0;337115;3;337486;0.0;340304;1;351099;0;351443
c_ev_CI01_saori_high_dedit;9493;72735;31;105460;9497;125948;31;126431;26;129159;5;131887;1;134587;0;134931;160;135334;0;140790;2;146215;2;148943;0;151671;0;154399;0;157127;0;159855;0;162583;0;165311;0;168039;0;170767;0;173495;0;176223;0;178951;0;181679;0;184407;0;187135;0;189863;0;192591;0;195412;8;206324;0;217236;0;228148;0;239060;2048;250096;0;271912;70373039144960;293728;0;315544;0;337115;3;337487;0.0;340308;1;351099;0;351443
c_ev_CI02_saori_high;9513;72815;32;105540;8005;125988;31;126432;43;129160;5;131888;1;134588;0;134932;160;135336;0;140792;2;146216;2;148944;0;151672;0;154400;0;157128;0;159856;0;162584;0;165312;0;168040;0;170768;0;173496;0;176224;0;178952;0;181680;0;184408;0;187136;0;189864;0;192592;0;195416;7;206328;0;217240;285;228152;0;239064;0;250104;0;271920;0;293736;0;315552;0;337116;3;337488;0.0;340312;1;351100;0;351444
c_ev_CI03_saori_high;9515;72823;33;105548;9598;125992;31;126433;43;129161;5;131889;1;134588;0;134932;160;135338;0;140794;2;146217;2;148945;0;151673;0;154401;0;157129;0;159857;0;162585;0;165313;0;168041;0;170769;0;173497;0;176225;0;178953;0;181681;0;184409;0;187137;0;189865;0;192593;0;195420;7;206332;0;217244;0;228156;0;239068;0;250112;0;271928;0;293744;0;315560;0;337116;3;337489;0.0;340316;1;351100;0;351444
c_ev_CI04_saori_high;9643;73323;34;106048;4235;126242;31;126434;43;129162;5;131890;1;134588;0;134932;160;135340;0;140796;2;146218;2;148946;0;151674;0;154402;0;157130;0;159858;0;162586;0;165314;0;168042;0;170770;0;173498;0;176226;0;178954;0;181682;0;184410;0;187138;0;189866;0;192594;0;195424;7;206336;0;217248;286;228160;0;239072;0;250120;0;271936;0;293752;0;315568;0;337116;3;337490;0.0;340320;1;351100;0;351444
c_ev_CI05_saori_high;9646;73331;35;106056;6213;126246;31;126435;43;129163;5;131891;1;134588;0;134932;160;135342;0;140798;2;146219;2;148947;0;151675;0;154403;0;157131;0;159859;0;162587;0;165315;0;168043;0;170771;0;173499;0;176227;0;178955;0;181683;0;184411;0;187139;0;189867;0;192595;0;195428;7;206340;0;217252;287;228164;0;239076;0;250128;0;271944;0;293760;0;315576;0;337116;3;337491;0.0;340324;1;351100;0;351444
c_ev_saori_test;5648;65027;36;97752;3992;122094;31;126436;0;129164;0;131892;1;134588;0;134932;160;135344;0;140800;0;146220;0;148948;0;151676;0;154404;1;157132;0;159860;0;162588;0;165316;0;168044;0;170772;0;173500;0;176228;0;178956;0;181684;0;184412;0;187140;0;189868;0;192596;0;195432;8;206344;0;217256;288;228168;0;239080;6144;250136;0;271952;806354944;293768;0;315584;0;337116;0;337492;1.0;340328;1;351100;0;351444
c_ew_CB00_dummy;3819;62819;37;95544;6381;120990;31;126437;0;129165;0;131893;1;134588;1;134932;165;135346;0;140802;0;146221;0;148949;0;151677;0;154405;0;157133;0;159861;0;162589;0;165317;0;168045;0;170773;0;173501;0;176229;0;178957;0;181685;0;184413;0;187141;0;189869;0;192597;0;195436;9;206348;0;217260;289;228172;0;239084;0;250144;0;271960;2097152;293776;0;315592;0;337116;0;337493;1.0;340332;1;351100;0;351444
c_ew_com_dummy_01;3783;62787;38;95512;3829;120974;31;126438;0;129166;0;131894;1;134588;1;134932;165;135348;0;140804;0;146222;0;148950;0;151678;0;154406;0;157134;0;159862;0;162590;0;165318;0;168046;0;170774;0;173502;0;176230;0;178958;0;181686;0;184414;0;187142;0;189870;10;192598;4;195440;0;206352;0;217264;290;228176;0;239088;2048;250152;0;271968;3145728;293784;163208757248;315600;0;337116;0;337494;1.0;340336;1;351100;0;351444
c_ew_com_dummy_02;3784;62791;39;95516;3830;120976;31;126439;0;129167;0;131895;1;134588;1;134932;165;135350;0;140806;0;146223;0;148951;0;151679;0;154407;0;157135;0;159863;0;162591;0;165319;0;168047;0;170775;0;173503;0;176231;0;178959;0;181687;0;184415;0;187143;0;189871;10;192599;4;195444;0;206356;0;217268;291;228180;0;239092;2048;250160;0;271976;3145728;293792;163208757248;315608;0;337116;0;337495;1.0;340340;1;351100;0;351444
c_ew_com_dummy_03;3785;62795;40;95520;3831;120978;31;126440;0;129168;0;131896;1;134589;1;134933;165;135352;0;140808;0;146224;0;148952;0;151680;0;154408;0;157136;0;159864;0;162592;0;165320;0;168048;0;170776;0;173504;0;176232;0;178960;0;181688;0;184416;0;187144;0;189872;10;192600;4;195448;0;206360;0;217272;292;228184;0;239096;2048;250168;0;271984;3145728;293800;163208757248;315616;0;337117;0;337496;1.0;340344;1;351101;0;351445
c_ew_com_dummy_04;3786;62799;41;95524;3832;120980;31;126441;0;129169;0;131897;1;134589;1;134933;165;135354;0;140810;0;146225;0;148953;0;151681;0;154409;0;157137;0;159865;0;162593;0;165321;0;168049;0;170777;0;173505;0;176233;0;178961;0;181689;0;184417;0;187145;0;189873;10;192601;4;195452;0;206364;0;217276;293;228188;0;239100;2048;250176;0;271992;3145728;293808;163208757248;315624;0;337117;0;337497;1.0;340348;1;351101;0;351445
c_ew_com_dummy_05;3787;62803;42;95528;3833;120982;31;126442;0;129170;0;131898;1;134589;1;134933;165;135356;0;140812;0;146226;0;148954;0;151682;0;154410;0;157138;0;159866;0;162594;0;165322;0;168050;0;170778;0;173506;0;176234;0;178962;0;181690;0;184418;0;187146;0;189874;10;192602;4;195456;0;206368;0;217280;294;228192;0;239104;2048;250184;0;272000;3145728;293816;163208757248;315632;0;337117;0;337498;1.0;340352;1;351101;0;351445
c_ew_com_dummy_06;3788;62807;43;95532;3797;120984;31;126443;0;129171;0;131899;1;134589;1;134933;165;135358;0;140814;0;146227;0;148955;0;151683;0;154411;0;157139;0;159867;0;162595;0;165323;0;168051;0;170779;0;173507;0;176235;0;178963;0;181691;0;184419;0;187147;0;189875;10;192603;4;195460;0;206372;0;217284;295;228196;0;239108;2048;250192;0;272008;3145728;293824;163208757248;315640;0;337117;0;337499;1.0;340356;1;351101;0;351445
c_ew_com_dummy_07;3789;62811;44;95536;6379;120986;31;126444;0;129172;0;131900;1;134589;1;134933;165;135360;0;140816;0;146228;0;148956;0;151684;0;154412;0;157140;0;159868;0;162596;0;165324;0;168052;0;170780;0;173508;0;176236;0;178964;0;181692;0;184420;0;187148;0;189876;10;192604;4;195464;0;206376;0;217288;296;228200;0;239112;2048;250200;0;272016;3145728;293832;163208757248;315648;0;337117;0;337500;1.0;340360;1;351101;0;351445
c_ew_dummy;3275;62727;45;95452;9517;120944;31;126445;0;129173;0;131901;1;134589;1;134933;165;135362;0;140818;0;146229;0;148957;0;151685;0;154413;0;157141;0;159869;0;162597;0;165325;0;168053;0;170781;0;173509;0;176237;0;178965;0;181693;0;184421;0;187149;0;189877;10;192605;4;195468;10;206380;228;217292;297;228204;637;239116;2048;250208;2;272024;70254592;293840;163208757248;315656;0;337117;0;337501;1.0;340364;1;351101;0;351445
c_ew_dummy_01;3755;62731;46;95456;9518;120946;31;126446;0;129174;0;131902;1;134589;1;134933;165;135364;0;140820;0;146230;0;148958;0;151686;0;154414;0;157142;0;159870;0;162598;0;165326;0;168054;0;170782;0;173510;0;176238;0;178966;0;181694;0;184422;0;187150;0;189878;10;192606;4;195472;0;206384;0;217296;290;228208;0;239120;2048;250216;0;272032;3145728;293848;163208757248;315664;0;337117;0;337502;1.0;340368;1;351101;0;351445
c_ew_dummy_02;3756;62735;47;95460;3769;120948;31;126447;0;129175;0;131903;1;134589;1;134933;165;135366;0;140822;0;146231;0;148959;0;151687;0;154415;0;157143;0;159871;0;162599;0;165327;0;168055;0;170783;0;173511;0;176239;0;178967;0;181695;0;184423;0;187151;0;189879;10;192607;4;195476;0;206388;0;217300;291;228212;0;239124;2048;250224;0;272040;3145728;293856;163208757248;315672;0;337117;0;337503;1.0;340372;1;351101;0;351445
c_ew_dummy_03;3757;62739;48;95464;3770;120950;31;126448;0;129176;0;131904;1;134590;1;134934;165;135368;0;140824;0;146232;0;148960;0;151688;0;154416;0;157144;0;159872;0;162600;0;165328;0;168056;0;170784;0;173512;0;176240;0;178968;0;181696;0;184424;0;187152;0;189880;10;192608;4;195480;0;206392;0;217304;292;228216;0;239128;2048;250232;0;272048;3145728;293864;163208757248;315680;0;337118;0;337504;1.0;340376;1;351102;0;351446
c_ew_dummy_04;3758;62743;49;95468;3771;120952;31;126449;0;129177;0;131905;1;134590;1;134934;165;135370;0;140826;0;146233;0;148961;0;151689;0;154417;0;157145;0;159873;0;162601;0;165329;0;168057;0;170785;0;173513;0;176241;0;178969;0;181697;0;184425;0;187153;0;189881;10;192609;4;195484;0;206396;0;217308;293;228220;0;239132;2048;250240;0;272056;3145728;293872;163208757248;315688;0;337118;0;337505;1.0;340380;1;351102;0;351446
c_ew_dummy_05;3759;62747;50;95472;3772;120954;31;126450;0;129178;0;131906;1;134590;1;134934;165;135372;0;140828;0;146234;0;148962;0;151690;0;154418;0;157146;0;159874;0;162602;0;165330;0;168058;0;170786;0;173514;0;176242;0;178970;0;181698;0;184426;0;187154;0;189882;10;192610;4;195488;0;206400;0;217312;294;228224;0;239136;2048;250248;0;272064;3145728;293880;163208757248;315696;0;337118;0;337506;1.0;340384;1;351102;0;351446
c_ew_dummy_06;3760;62751;51;95476;3773;120956;31;126451;0;129179;0;131907;1;134590;1;134934;165;135374;0;140830;0;146235;0;148963;0;151691;0;154419;0;157147;0;159875;0;162603;0;165331;0;168059;0;170787;0;173515;0;176243;0;178971;0;181699;0;184427;0;187155;0;189883;10;192611;4;195492;0;206404;0;217316;295;228228;0;239140;2048;250256;0;272072;3145728;293888;163208757248;315704;0;337118;0;337507;1.0;340388;1;351102;0;351446
c_ew_dummy_07;3761;62755;52;95480;3774;120958;31;126452;0;129180;0;131908;1;134590;1;134934;165;135376;0;140832;0;146236;0;148964;0;151692;0;154420;0;157148;0;159876;0;162604;0;165332;0;168060;0;170788;0;173516;0;176244;0;178972;0;181700;0;184428;0;187156;0;189884;10;192612;4;195496;0;206408;0;217320;296;228232;0;239144;2048;250264;0;272080;3145728;293896;163208757248;315712;0;337118;0;337508;1.0;340392;1;351102;0;351446
c_ew_taba_girl01;9636;73295;53;106020;8976;126228;31;126453;26;129181;5;131909;1;134590;1;134934;160;135378;0;140834;2;146237;2;148965;0;151693;0;154421;0;157149;0;159877;0;162605;0;165333;3;168061;0;170789;0;173517;0;176245;0;178973;0;181701;0;184429;1;187157;2;189885;7;192613;8;195500;11;206412;229;217324;298;228236;638;239148;18432;250272;2;272088;5242880;293904;317827579904;315720;0;337118;2;337509;1.0;340396;1;351102;0;351446
c_ea_bk_cmp01;9607;73179;54;105904;6443;126170;40;126454;11;129182;6;131910;0;134590;1;134934;175;135380;0;140836;2;146238;2;148966;0;151694;0;154422;0;157150;0;159878;2;162606;0;165334;0;168062;0;170790;2;173518;9;176246;10;178974;1;181702;2;184430;1;187158;0;189886;34;192614;34;195504;12;206416;230;217328;299;228240;635;239152;6144;250280;2;272096;4434427904;293912;25769803776;315728;0;337118;1;337510;1.0;340400;1;351102;0;351446
c_ea_bk_cmp02;9608;73183;55;105908;9578;126172;40;126455;11;129183;6;131911;0;134590;1;134934;180;135382;0;140838;2;146239;2;148967;0;151695;0;154423;0;157151;0;159879;0;162607;0;165335;3;168063;0;170791;6;173519;16;176247;11;178975;1;181703;6;184431;2;187159;0;189887;34;192615;39;195508;13;206420;230;217332;300;228244;635;239156;153600;250288;4;272104;4434427904;293920;42949672960;315736;0;337118;1;337511;1.0;340404;1;351102;0;351446
